330
Suitland	MD	38.84872	-76.92386	25825	87
Sykesville	MD	39.37371	-76.96776	4436	166
Takoma_Park	MD	38.97789	-77.00748	16715	88
Taneytown	MD	39.65788	-77.17443	6728	154
Temple_Hills	MD	38.814	-76.94553	7852	82
Thurmont	MD	39.62371	-77.41082	6170	158
Timonium	MD	39.43705	-76.61969	9925	124
Towson	MD	39.4015	-76.60191	55197	141
Trappe	MD	38.65845	-76.058	1077	16
Travilah	MD	39.069	-77.26304	12159	107
University_Park	MD	38.97039	-76.94192	2548	22
Upper_Marlboro	MD	38.81595	-76.74969	631	7
Urbana	MD	39.32594	-77.35137	9175	140
Waldorf	MD	38.62456	-76.93914	67752	64
Walker_Mill	MD	38.87539	-76.88831	11302	61
Walkersville	MD	39.48621	-77.35193	5800	94
West_Elkridge	MD	39.20705	-76.72692	28734	67
West_Laurel	MD	39.10122	-76.8997	4230	107
West_Ocean_City	MD	38.3315	-75.10685	4375	1
Westernport	MD	39.48537	-79.04475	1888	281
Westminster	MD	39.57538	-76.99581	18590	233
Westphalia	MD	38.84539	-76.81108	7266	52
Wheaton	MD	39.03983	-77.05526	48284	142
White_Marsh	MD	39.38372	-76.43218	9513	16
White_Oak	MD	39.03983	-76.99303	17403	113
Williamsport	MD	39.60065	-77.82055	2137	124
Wilson-Conococheague	MD	39.65351	-77.83157	2282	135
Woodlawn	MD	38.94956	-76.89136	6334	47
Woodlawn_2	MD	39.32288	-76.72803	37879	103
Woodmore	MD	38.92122	-76.80303	3936	50
Woodsboro	MD	39.53316	-77.31471	1141	121
